,gender,age,married,number_of_dependents,city,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
2024,Female,76,Yes,0,Glendale,0,38,no_offer,Yes,3.42,No,Yes,Fiber Optic,15.0,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.45,24.98,0,129.96,3252.13,Stayed
2025,Male,38,Yes,2,La Verne,5,10,Offer E,Yes,46.23,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Credit Card,19.7,0.0,0,462.3,659.84,Stayed
2026,Male,28,Yes,0,Orland,7,56,no_offer,Yes,46.9,Yes,Yes,Fiber Optic,48.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,0.0,0,2626.4,8141.35,Stayed
2027,Female,37,No,0,Chula Vista,0,30,Offer C,Yes,22.64,Yes,Yes,DSL,18.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,68.95,0.0,0,679.2,2717.9,Stayed
2028,Male,64,Yes,2,Sonora,1,72,Offer A,Yes,28.63,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.7,0.0,0,2061.36,8562.71,Stayed
2029,Female,26,No,0,Angelus Oaks,0,8,no_offer,Yes,5.27,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Bank Withdrawal,20.2,0.0,0,42.16,183.11,Stayed
2030,Female,64,Yes,1,Ramona,1,53,Offer B,Yes,28.36,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,0.0,0,1503.08,7069.48,Stayed
2031,Male,44,Yes,0,Scott Bar,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,0.0,0,465.98,4778.48,Stayed
2032,Female,31,No,0,Cypress,0,6,Offer E,Yes,7.72,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.7,0.0,0,46.32,159.07,Stayed
2033,Female,22,Yes,0,Independence,1,8,Offer E,Yes,38.83,No,Yes,Fiber Optic,76.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,0.0,0,310.64,1087.94,Churned
2034,Female,21,Yes,0,San Diego,1,56,no_offer,Yes,19.16,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.25,0.0,150,1072.96,6731.31,Churned
2035,Female,29,No,0,Riverside,0,31,Offer C,Yes,31.14,Yes,Yes,Cable,52.0,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,0.0,120,965.34,3079.64,Churned
2036,Male,76,No,0,Napa,0,13,no_offer,Yes,49.9,No,Yes,DSL,30.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,0.0,0,648.7,1437.05,Stayed
2037,Male,59,Yes,3,Vallejo,6,40,Offer B,Yes,11.5,Yes,Yes,Fiber Optic,22.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,110.1,0.0,0,460.0,4929.1,Stayed
2038,Female,71,Yes,0,Murrieta,0,59,no_offer,Yes,19.14,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,94.05,0.0,30,1129.26,6643.16,Stayed
2039,Female,41,Yes,3,Kelseyville,7,50,no_offer,Yes,47.48,No,Yes,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.05,0.0,0,2374.0,7527.5,Stayed
2040,Female,53,Yes,3,Carlsbad,0,2,no_offer,No,0.0,,Yes,DSL,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.4,0.0,0,0.0,36.55,Churned
2041,Female,56,No,0,Ballico,0,46,Offer B,Yes,46.83,Yes,Yes,DSL,2.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,79.2,0.0,0,2154.18,5747.98,Stayed
2042,Female,45,No,3,Cedar Glen,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,0.0,0,764.1,1930.8,Stayed
2043,Female,59,No,0,Fallbrook,0,35,Offer C,No,0.0,,Yes,Cable,12.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,33.45,0.0,30,0.0,1205.85,Stayed
2044,Male,47,No,2,Buena Park,0,1,no_offer,Yes,11.86,No,Yes,Cable,13.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.6,0.0,0,11.86,62.46,Churned
2045,Male,28,No,0,Sacramento,0,4,no_offer,Yes,42.33,Yes,Yes,Fiber Optic,76.0,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.8,0.0,0,169.32,501.77,Churned
2046,Male,30,No,0,Sacramento,0,5,no_offer,Yes,36.52,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,0.0,0,182.6,606.75,Churned
2047,Female,64,Yes,0,Los Angeles,7,69,no_offer,Yes,39.88,Yes,Yes,Cable,17.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,64.15,0.0,40,2751.72,7045.82,Stayed
2048,Male,41,Yes,0,Apple Valley,1,17,no_offer,Yes,16.61,No,Yes,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,0.0,0,282.37,1683.22,Churned
2049,Female,48,No,0,Topanga,0,1,no_offer,Yes,43.52,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,20.2,0.0,0,43.52,63.72,Churned
2050,Male,71,Yes,0,Pioneer,1,24,no_offer,Yes,2.05,Yes,Yes,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,0.0,0,49.2,1821.45,Churned
2051,Female,69,No,0,Vallejo,0,62,no_offer,Yes,19.52,Yes,Yes,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.45,0.0,0,1210.24,6169.39,Stayed
2052,Male,49,No,0,Fallbrook,0,12,no_offer,Yes,11.12,No,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,0.0,0,133.44,652.34,Churned
2053,Male,45,No,0,Sacramento,0,23,no_offer,Yes,35.32,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,20.85,0.0,0,812.36,1286.26,Stayed
2054,Female,54,Yes,2,Pasadena,10,45,Offer B,No,0.0,,Yes,DSL,18.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,0.0,0,0.0,2333.85,Stayed
2055,Female,64,No,0,Los Gatos,0,9,no_offer,Yes,48.38,No,Yes,Fiber Optic,8.0,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,85.3,0.0,10,435.42,1226.82,Stayed
2056,Male,60,Yes,0,Hinkley,3,4,no_offer,Yes,32.43,No,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,0.0,0,129.72,437.12,Churned
2057,Male,60,No,0,Mad River,0,24,no_offer,Yes,9.53,No,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,0.0,0,228.72,2335.87,Stayed
2058,Female,42,Yes,0,Mountain View,2,71,Offer A,Yes,24.71,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,25.95,0.0,0,1754.41,3556.31,Stayed
2059,Male,56,No,0,Sacramento,0,2,Offer E,Yes,6.47,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,0.0,0,12.94,111.44,Churned
2060,Male,29,Yes,0,Los Angeles,9,1,no_offer,Yes,43.57,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Mailed Check,18.8,0.0,0,43.57,62.37,Joined
2061,Female,41,No,0,San Francisco,0,10,no_offer,Yes,45.21,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,0.0,0,452.1,1512.3,Churned
2062,Female,53,No,0,Los Altos,0,2,no_offer,No,0.0,,Yes,Cable,21.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.4,0.0,0,0.0,96.8,Joined
2063,Female,28,No,0,Fresno,0,67,Offer A,Yes,35.99,No,Yes,DSL,73.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.5,0.0,0,2411.33,6281.33,Stayed
2064,Female,39,Yes,3,Bradley,1,7,no_offer,Yes,18.91,No,Yes,DSL,29.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.45,0.0,0,132.37,609.42,Stayed
2065,Female,34,No,0,Millbrae,0,13,Offer D,Yes,38.4,Yes,Yes,DSL,23.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,78.75,0.0,50,499.2,1544.55,Stayed
2066,Female,47,No,0,Posey,0,57,no_offer,Yes,38.94,Yes,Yes,Fiber Optic,7.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.7,0.0,0,2219.58,7688.53,Stayed
2067,Female,74,Yes,0,Granite Bay,0,36,Offer C,Yes,11.32,Yes,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91.95,17.76,0,407.52,3690.81,Stayed
2068,Female,61,No,0,Coachella,0,66,no_offer,Yes,13.28,Yes,Yes,DSL,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.05,0.0,0,876.48,6842.43,Stayed
2069,Female,33,No,0,Doyle,0,22,Offer D,Yes,32.75,Yes,Yes,DSL,24.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,0.0,0,720.5,1974.0,Stayed
2070,Female,57,Yes,0,Berkeley,1,17,Offer D,Yes,25.79,Yes,Yes,Cable,12.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,0.0,0,438.43,2045.63,Churned
2071,Female,75,No,0,San Diego,0,1,no_offer,Yes,39.61,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,0.0,0,39.61,114.06,Churned
2072,Female,64,Yes,0,South Pasadena,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,0.0,0,282.37,1361.27,Churned
2073,Female,27,Yes,0,La Puente,1,2,no_offer,Yes,8.5,No,Yes,Fiber Optic,59.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,0.0,0,17.0,162.4,Churned
2074,Female,52,No,0,Rough And Ready,0,3,no_offer,Yes,17.01,No,Yes,Fiber Optic,28.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,0.0,0,51.03,344.18,Joined
2075,Male,51,No,0,Guadalupe,0,4,no_offer,Yes,7.26,No,Yes,Fiber Optic,29.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,0.0,0,29.04,350.94,Churned
2076,Female,38,Yes,0,Winnetka,9,69,Offer A,Yes,5.27,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,19.75,0.0,0,363.63,1739.03,Stayed
2077,Male,38,Yes,3,Barstow,6,72,Offer A,Yes,32.22,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,0.0,0,2319.84,10052.49,Stayed
2078,Female,46,No,0,Myers Flat,0,23,Offer D,Yes,18.12,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,0.0,0,416.76,2758.31,Stayed
2079,Male,32,Yes,3,Dulzura,5,40,Offer B,Yes,13.86,Yes,Yes,DSL,75.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,0.0,0,554.4,3570.15,Stayed
2080,Female,44,No,0,Tulare,0,70,no_offer,Yes,16.93,Yes,Yes,DSL,10.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,0.0,0,1185.1,7176.15,Stayed
2081,Female,68,Yes,0,Knights Landing,10,70,no_offer,Yes,38.5,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,0.0,0,2695.0,9165.1,Stayed
2082,Female,58,No,0,Sierraville,0,3,Offer E,Yes,29.51,No,Yes,Cable,17.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,0.0,30,88.53,338.98,Joined
2083,Male,27,No,0,Santa Rosa,0,69,Offer A,Yes,5.71,Yes,Yes,Fiber Optic,73.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.05,23.16,0,393.99,7801.58,Stayed
2084,Female,58,No,0,Ontario,0,6,Offer E,Yes,47.92,No,Yes,Fiber Optic,25.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,0.0,0,287.52,860.82,Churned
2085,Male,55,No,0,San Francisco,0,72,no_offer,Yes,45.41,Yes,Yes,Cable,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.0,0.0,0,3269.52,9902.27,Stayed
2086,Female,41,Yes,0,Fullerton,1,67,Offer A,Yes,3.2,Yes,Yes,DSL,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.15,0.0,0,214.4,6098.25,Stayed
2087,Female,74,Yes,0,Long Beach,1,40,no_offer,Yes,19.76,No,Yes,Fiber Optic,22.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.2,0.0,0,790.4,4852.6,Churned
2088,Female,20,Yes,1,Browns Valley,1,19,no_offer,Yes,31.58,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,24.9,0.0,0,600.02,1067.72,Stayed
2089,Male,25,No,0,Needles,0,70,Offer A,No,0.0,,Yes,DSL,59.0,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,0.0,0,0.0,2799.75,Stayed
2090,Female,23,No,0,Sacramento,0,21,no_offer,Yes,17.35,No,Yes,DSL,71.0,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,71.05,16.91,140,364.35,2012.29,Stayed
2091,Male,76,Yes,0,Angels Camp,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,33.73,0,1392.32,4710.14,Churned
2092,Male,69,Yes,1,Burbank,1,29,Offer C,Yes,49.36,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,0.0,0,1431.44,4396.24,Stayed
2093,Female,25,No,0,Murrieta,0,29,Offer C,Yes,16.38,Yes,Yes,Fiber Optic,82.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,0.0,0,475.02,2468.27,Stayed
2094,Female,22,Yes,0,Santa Paula,0,25,no_offer,Yes,29.81,No,Yes,Fiber Optic,52.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,0.0,80,745.25,3220.95,Stayed
2095,Male,73,No,0,Valencia,0,55,Offer B,Yes,8.93,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.8,0.0,0,491.15,6108.9,Churned
2096,Female,54,Yes,0,Tollhouse,4,55,Offer B,Yes,33.66,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,0.0,0,1851.3,7527.95,Stayed
2097,Female,34,No,0,Garden Valley,0,2,no_offer,Yes,42.89,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,0.0,0,85.78,279.58,Churned
2098,Female,28,No,0,Fallbrook,0,2,no_offer,Yes,13.89,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,20.7,0.0,0,27.78,67.63,Joined
2099,Male,58,No,0,Five Points,0,62,Offer B,Yes,22.64,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,0.0,0,1403.68,7529.08,Churned
2100,Male,41,No,3,Foresthill,0,19,Offer D,Yes,24.1,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,20.0,0.0,0,457.9,835.45,Stayed
2101,Female,61,Yes,1,Richvale,7,7,no_offer,Yes,5.01,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.65,0.0,0,35.07,194.02,Stayed
2102,Male,26,Yes,0,San Luis Obispo,10,29,no_offer,Yes,3.35,No,Yes,Fiber Optic,59.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,0.0,0,97.15,2360.55,Stayed
2103,Male,47,Yes,0,Rancho Palos Verdes,4,29,Offer C,No,0.0,,Yes,DSL,22.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,33.75,0.0,0,0.0,1009.25,Stayed
2104,Male,44,No,0,Hathaway Pines,0,12,Offer D,Yes,18.38,No,Yes,Fiber Optic,3.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,0.0,0,220.56,1079.16,Churned
2105,Female,25,No,2,Encino,0,50,Offer B,Yes,37.52,No,Yes,DSL,71.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.8,0.0,0,1876.0,5354.15,Stayed
2106,Male,19,Yes,1,Sonoma,6,67,no_offer,Yes,40.96,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.2,0.0,0,2744.32,10275.12,Stayed
2107,Female,63,Yes,0,San Bernardino,1,33,no_offer,Yes,14.34,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,86.15,0.0,0,473.22,3218.92,Churned
2108,Female,32,Yes,2,Riverside,3,37,Offer C,Yes,1.12,No,Yes,Cable,23.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.1,0.0,0,41.44,2700.24,Stayed
2109,Female,44,Yes,0,San Ramon,5,64,Offer B,Yes,6.81,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,25.0,0.0,0,435.84,2020.64,Stayed
2110,Male,21,No,0,Fresno,0,1,Offer E,Yes,32.85,No,Yes,Fiber Optic,53.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,0.0,0,32.85,122.75,Churned
2111,Male,64,No,0,Pasadena,0,8,Offer E,Yes,11.58,Yes,Yes,Fiber Optic,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,0.0,0,92.64,665.09,Stayed
2112,Male,57,No,0,Grass Valley,0,9,Offer E,Yes,2.88,No,Yes,DSL,26.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,0.0,10,25.92,466.92,Churned
2113,Male,23,No,0,Lake Isabella,0,1,no_offer,Yes,18.15,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.05,0.0,0,18.15,38.2,Joined
2114,Female,31,Yes,0,La Puente,1,48,no_offer,No,0.0,,Yes,DSL,22.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,34.7,0.0,0,0.0,1604.5,Churned
2115,Female,39,No,0,Dulzura,0,38,no_offer,Yes,20.14,Yes,Yes,DSL,13.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.15,0.0,0,765.32,3287.72,Stayed
2116,Male,36,No,3,Cressey,0,3,no_offer,Yes,18.43,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,20.2,0.0,0,55.29,105.89,Joined
2117,Female,35,No,0,West Sacramento,0,32,Offer C,Yes,15.53,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,19.9,0.0,0,496.96,1098.51,Stayed
2118,Male,43,No,0,Kneeland,0,3,no_offer,Yes,22.49,No,Yes,DSL,11.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,60.65,0.0,0,67.47,264.37,Joined
2119,Female,34,No,0,Lake Hughes,0,10,no_offer,Yes,43.26,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,0.0,0,432.6,1386.05,Churned
2120,Female,30,No,0,San Diego,0,1,Offer E,Yes,34.47,Yes,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,0.0,0,34.47,120.27,Churned
2121,Female,21,Yes,0,San Diego,5,3,no_offer,Yes,23.26,Yes,Yes,Fiber Optic,42.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.2,0.0,20,69.78,382.63,Churned
2122,Female,25,No,0,Burlingame,0,3,no_offer,No,0.0,,Yes,DSL,46.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8,0.0,0,0.0,113.95,Joined
2123,Female,51,Yes,2,Kyburz,10,56,Offer B,Yes,25.9,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,81.25,0.0,0,1450.4,6070.8,Stayed
2124,Male,24,No,0,Planada,0,9,Offer E,No,0.0,,Yes,DSL,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.6,0.0,0,0.0,190.1,Stayed
2125,Female,75,No,0,Saratoga,0,53,no_offer,Yes,16.74,No,Yes,Fiber Optic,15.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.8,0.0,0,887.22,4891.07,Stayed
2126,Female,35,No,0,Whittier,0,63,Offer B,Yes,27.38,No,Yes,DSL,9.0,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,58.55,0.0,0,1724.94,5228.44,Stayed
2127,Male,64,No,0,Yorba Linda,0,35,no_offer,Yes,20.39,Yes,Yes,DSL,21.0,Yes,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,55.25,0.0,0,713.65,2637.75,Stayed
2128,Male,36,Yes,0,Rancho Cordova,1,41,Offer B,Yes,45.03,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.6,2.93,0,1846.23,6056.65,Churned
2129,Male,37,No,0,Branscomb,0,13,Offer D,No,0.0,,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,48.59,0,0.0,283.26,Stayed
2130,Male,52,Yes,3,San Jose,8,14,Offer D,Yes,2.96,Yes,Yes,DSL,76.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.2,0.0,0,41.44,986.09,Stayed
2131,Male,27,No,0,Thousand Palms,0,14,Offer D,Yes,43.5,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.9,0.0,0,609.0,892.75,Stayed
2132,Female,41,Yes,3,Oak Park,9,51,no_offer,Yes,27.23,Yes,Yes,Fiber Optic,75.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,0.0,0,1388.73,5928.08,Stayed
2133,Female,37,No,0,San Jose,0,1,Offer E,Yes,13.01,No,Yes,Cable,4.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,0.0,0,13.01,68.41,Churned
2134,Female,29,No,0,San Francisco,0,1,Offer E,Yes,13.04,No,Yes,Fiber Optic,46.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,0.0,0,13.04,82.99,Churned
2135,Female,49,Yes,0,Imperial,9,68,no_offer,Yes,44.79,No,Yes,Cable,14.0,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,55.9,0.0,20,3045.72,6914.52,Stayed
